AuftragID;Anlagedatum;Gestartetam;Wunschtermin;Priorität;Beendetam;BusinessUnitID;VeranlasendeAbteilungID;AuftragsgrundID;Wertigkeit;Dringlichkeit;MarktsegmentID;WiederholauftragJa/Nein;UrsprungfürWiederholung;AusführendeAbteilungID;KundeID;AnzahlSchichten;InBearbeitungab;Eingeplantam;WarteaufRückmeldungab;WarteaufMaterialab;WarteaufVorlageab;VerwendungID;Bearbeitungszeit;Termintreue
53362;07.03.2023;27.03.2023;20.04.2023;3;29.03.2023;2;343;15;8;4;23;1;53361;344;23.11.2206;02.01.1900;27.03.2023;23.03.2023;14.03.2023;none;none;1;22;nein
53609;10.03.2023;27.03.2023;20.04.2023;3;28.03.2023;2;341;15;8;4;23;1;53362;344;23.11.2206;02.01.1900;27.03.2023;23.03.2023;14.03.2023;none;none;1;18;nein
53610;10.03.2023;27.03.2023;20.04.2023;3;30.03.2023;2;341;15;8;4;23;1;53362;344;23.11.2206;02.01.1900;27.03.2023;23.03.2023;14.03.2023;none;none;1;20;nein
53614;10.03.2023;27.03.2023;20.04.2023;3;28.03.2023;2;341;15;8;4;23;1;53362;344;23.11.2206;02.01.1900;27.03.2023;23.03.2023;14.03.2023;none;none;1;18;nein
53615;10.03.2023;27.03.2023;20.04.2023;3;30.03.2023;2;341;15;8;4;23;1;53362;344;23.11.2206;02.01.1900;27.03.2023;23.03.2023;14.03.2023;none;none;1;20;nein
53616;10.03.2023;27.03.2023;20.04.2023;3;28.03.2023;2;341;15;8;4;23;1;53362;344;23.11.2206;02.01.1900;27.03.2023;23.03.2023;14.03.2023;none;none;1;18;nein
53622;10.03.2023;27.03.2023;20.04.2023;3;28.03.2023;2;341;15;8;4;23;1;53362;344;23.11.2206;02.01.1900;27.03.2023;23.03.2023;14.03.2023;none;none;1;18;nein
53625;10.03.2023;29.03.2023;20.04.2023;3;03.04.2023;2;341;15;8;4;23;1;53362;344;23.11.2206;02.01.1900;29.03.2023;23.03.2023;14.03.2023;none;none;1;24;nein
53613;10.03.2023;30.03.2023;20.04.2023;3;05.04.2023;2;341;15;8;4;23;1;53362;344;23.11.2206;02.01.1900;30.03.2023;23.03.2023;14.03.2023;none;none;1;26;nein
54300;23.03.2023;28.03.2023;31.03.2023;6;28.03.2023;2;343;15;8;8;23;0;none;345;10.10.1962;2;28.03.2023;24.03.2023;none;none;none;1;5;nein
54372;24.03.2023;28.03.2023;17.04.2023;6;28.03.2023;2;343;15;8;8;23;1;54300;345;10.10.1962;2;28.03.2023;24.03.2023;none;none;none;1;4;nein
53621;10.03.2023;30.03.2023;20.04.2023;3;03.04.2023;2;341;15;8;4;23;1;53362;344;23.11.2206;02.01.1900;30.03.2023;29.03.2023;14.03.2023;none;none;1;24;nein
53624;10.03.2023;29.03.2023;20.04.2023;3;30.03.2023;2;341;15;8;4;23;1;53362;344;23.11.2206;02.01.1900;29.03.2023;29.03.2023;14.03.2023;none;none;1;20;nein
53813;15.03.2023;29.03.2023;06.04.2023;6;29.03.2023;2;343;15;8;8;23;0;none;345;18.08.2354;2;29.03.2023;17.03.2023;none;none;none;1;14;nein
53814;15.03.2023;29.03.2023;06.04.2023;6;29.03.2023;2;343;15;8;8;23;0;none;345;18.08.2354;2;29.03.2023;17.03.2023;none;none;none;1;14;nein
54181;22.03.2023;29.03.2023;13.04.2023;6;29.03.2023;2;343;15;8;8;23;0;none;345;18.08.2354;2;29.03.2023;22.03.2023;none;none;none;1;7;nein
54182;22.03.2023;29.03.2023;13.04.2023;6;29.03.2023;2;343;15;8;8;23;0;none;345;18.08.2354;2;29.03.2023;22.03.2023;none;none;none;1;7;nein
53627;10.03.2023;30.03.2023;20.04.2023;3;30.03.2023;2;341;15;8;4;23;1;53362;344;23.11.2206;02.01.1900;30.03.2023;30.03.2023;14.03.2023;none;none;1;20;nein
53626;10.03.2023;30.03.2023;20.04.2023;3;04.04.2023;2;341;15;8;4;23;1;53362;344;23.11.2206;02.01.1900;30.03.2023;29.03.2023;14.03.2023;none;none;1;25;nein
53618;10.03.2023;30.03.2023;20.04.2023;3;03.04.2023;2;341;15;8;4;23;1;53362;344;23.11.2206;02.01.1900;30.03.2023;29.03.2023;14.03.2023;none;none;1;24;nein
53617;10.03.2023;30.03.2023;20.04.2023;3;05.04.2023;2;341;15;8;4;23;1;53362;344;23.11.2206;02.01.1900;30.03.2023;29.03.2023;14.03.2023;none;none;1;26;nein
53611;10.03.2023;30.03.2023;20.04.2023;3;04.04.2023;2;341;15;8;4;23;1;53362;344;23.11.2206;02.01.1900;30.03.2023;29.03.2023;14.03.2023;none;none;1;25;nein
53359;07.03.2023;30.03.2023;20.04.2023;3;04.04.2023;2;343;15;8;4;23;1;53358;344;23.11.2206;02.01.1900;30.03.2023;29.03.2023;14.03.2023;none;none;1;28;nein
54469;27.03.2023;29.03.2023;04.04.2023;2;03.04.2023;2;343;15;4;4;23;0;none;344;10.06.2342;2;29.03.2023;28.03.2023;none;none;none;1;7;nein
54233;22.03.2023;29.03.2023;13.04.2023;2;03.04.2023;2;343;15;4;4;23;0;none;344;10.06.2342;2;29.03.2023;28.03.2023;none;none;none;1;12;nein
54866;03.04.2023;04.04.2023;25.04.2023;3;13.04.2023;2;343;15;8;4;23;1;54863;344;23.11.2206;2;04.04.2023;04.04.2023;none;none;none;1;10;nein
54867;03.04.2023;04.04.2023;25.04.2023;3;06.04.2023;2;343;15;8;4;23;1;54800;344;23.11.2206;2;04.04.2023;04.04.2023;none;none;none;1;3;nein
54869;03.04.2023;04.04.2023;25.04.2023;3;05.04.2023;2;343;15;8;4;23;1;54799;344;23.11.2206;2;04.04.2023;04.04.2023;none;none;none;1;2;nein
54870;03.04.2023;04.04.2023;25.04.2023;3;06.04.2023;2;343;15;8;4;23;1;54771;344;23.11.2206;2;04.04.2023;04.04.2023;none;none;none;1;3;nein
54715;30.03.2023;03.04.2023;21.04.2023;4;05.04.2023;2;341;15;4;8;23;0;none;344;05.02.2020;1;03.04.2023;30.03.2023;none;none;none;1;6;nein
54443;27.03.2023;03.04.2023;18.04.2023;2;06.04.2023;2;343;15;4;4;23;0;none;344;27.06.1913;2;03.04.2023;30.03.2023;none;none;none;1;10;nein
55306;14.04.2023;17.04.2023;08.05.2023;6;20.04.2023;2;345;15;8;8;23;1;54821;345;09.05.2339;2;20.04.2023;14.04.2023;none;none;none;1;6;nein
55307;14.04.2023;17.04.2023;08.05.2023;6;20.04.2023;2;345;15;8;8;23;1;54823;345;09.05.2339;2;20.04.2023;14.04.2023;none;none;none;1;6;nein
55309;14.04.2023;17.04.2023;08.05.2023;6;20.04.2023;2;345;15;8;8;23;1;54893;345;09.05.2339;2;20.04.2023;14.04.2023;none;none;none;1;6;nein
55060;06.04.2023;17.04.2023;28.04.2023;6;20.04.2023;2;342;15;8;8;23;0;none;345;09.05.2339;02.01.1900;20.04.2023;14.04.2023;12.04.2023;none;none;1;14;nein
55145;11.04.2023;17.04.2023;03.05.2023;6;25.04.2023;2;343;15;8;8;23;0;none;345;18.08.2354;2;25.04.2023;14.04.2023;none;none;none;1;14;nein
55148;11.04.2023;17.04.2023;03.05.2023;6;25.04.2023;2;343;15;8;8;23;0;none;345;18.08.2354;2;25.04.2023;14.04.2023;none;none;none;1;14;nein
55400;17.04.2023;26.04.2023;16.05.2023;2;11.05.2023;2;343;15;4;4;23;1;55389;344;03.08.1976;01.01.1900;11.05.2023;26.04.2023;18.04.2023;none;none;1;24;nein
55401;17.04.2023;26.04.2023;16.05.2023;2;09.05.2023;2;343;15;4;4;23;1;55400;344;03.08.1976;01.01.1900;26.04.2023;26.04.2023;18.04.2023;none;none;1;22;nein
55402;17.04.2023;26.04.2023;16.05.2023;2;27.04.2023;2;343;15;4;4;23;1;55401;344;03.08.1976;01.01.1900;26.04.2023;26.04.2023;18.04.2023;none;none;1;10;nein
55403;17.04.2023;26.04.2023;16.05.2023;2;27.04.2023;2;343;15;4;4;23;1;55402;344;03.08.1976;01.01.1900;26.04.2023;26.04.2023;18.04.2023;none;none;1;10;nein
55404;17.04.2023;26.04.2023;16.05.2023;2;04.05.2023;2;343;15;4;4;23;1;55403;344;03.08.1976;01.01.1900;26.04.2023;26.04.2023;18.04.2023;none;none;1;17;nein
55406;17.04.2023;26.04.2023;16.05.2023;2;27.04.2023;2;343;15;4;4;23;1;55404;344;03.08.1976;01.01.1900;26.04.2023;26.04.2023;18.04.2023;none;none;1;10;nein
55407;17.04.2023;26.04.2023;16.05.2023;2;27.04.2023;2;343;15;4;4;23;1;55406;344;03.08.1976;01.01.1900;26.04.2023;26.04.2023;18.04.2023;none;none;1;10;nein
55832;25.04.2023;27.04.2023;03.05.2023;6;03.05.2023;2;343;15;8;8;23;0;none;344;07.05.2120;02.01.1900;27.04.2023;27.04.2023;26.04.2023;none;none;1;8;ja
55833;25.04.2023;27.04.2023;17.05.2023;6;03.05.2023;2;343;15;8;8;23;0;none;344;07.05.2120;02.01.1900;27.04.2023;27.04.2023;26.04.2023;none;none;1;8;nein
55840;25.04.2023;27.04.2023;17.05.2023;6;03.05.2023;2;341;15;8;8;23;0;none;344;07.05.2120;02.01.1900;27.04.2023;27.04.2023;26.04.2023;none;none;1;8;nein
56255;04.05.2023;05.05.2023;26.05.2023;6;05.05.2023;2;343;15;8;8;23;1;55145;345;18.08.2354;2;05.05.2023;04.05.2023;none;none;none;1;1;nein
56257;04.05.2023;05.05.2023;26.05.2023;6;05.05.2023;2;343;15;8;8;23;1;55148;345;18.08.2354;2;05.05.2023;04.05.2023;none;none;none;1;1;nein
56324;05.05.2023;05.05.2023;29.05.2023;6;05.05.2023;2;345;15;8;8;23;1;56255;345;18.08.2354;2;05.05.2023;05.05.2023;none;none;none;1;0;nein
56325;05.05.2023;05.05.2023;29.05.2023;6;05.05.2023;2;345;15;8;8;23;1;56255;345;18.08.2354;2;05.05.2023;05.05.2023;none;none;none;1;0;nein
56326;05.05.2023;05.05.2023;29.05.2023;6;05.05.2023;2;345;15;8;8;23;1;56257;345;18.08.2354;2;05.05.2023;05.05.2023;none;none;none;1;0;nein
56327;05.05.2023;05.05.2023;29.05.2023;6;05.05.2023;2;345;15;8;8;23;1;56257;345;18.08.2354;2;05.05.2023;05.05.2023;none;none;none;1;0;nein
55452;18.04.2023;02.05.2023;22.05.2023;2;09.05.2023;2;343;15;4;4;23;1;55389;344;03.08.1976;01.01.1900;02.05.2023;02.05.2023;18.04.2023;none;none;1;21;nein
56141;02.05.2023;05.05.2023;24.05.2023;6;10.05.2023;2;343;15;8;8;23;0;none;344;07.05.2120;1;05.05.2023;04.05.2023;none;none;none;1;8;nein
56766;12.05.2023;15.05.2023;05.06.2023;2;16.05.2023;2;343;15;4;4;23;0;none;344;31.03.2341;2;15.05.2023;15.05.2023;none;none;none;1;4;nein
56839;15.05.2023;16.05.2023;06.06.2023;2;17.05.2023;2;343;15;4;4;23;0;none;344;19.12.1978;02.01.1900;17.05.2023;16.05.2023;17.05.2023;none;none;1;2;nein
56652;11.05.2023;17.05.2023;05.06.2023;6;17.05.2023;2;343;15;8;8;23;1;56255;345;18.08.2354;2;17.05.2023;15.05.2023;none;none;none;1;6;nein
56655;11.05.2023;17.05.2023;05.06.2023;6;17.05.2023;2;343;15;8;8;23;1;56652;345;18.08.2354;2;17.05.2023;15.05.2023;none;none;none;1;6;nein
56656;11.05.2023;17.05.2023;05.06.2023;6;17.05.2023;2;343;15;8;8;23;1;56655;345;18.08.2354;2;17.05.2023;15.05.2023;none;none;none;1;6;nein
56801;15.05.2023;16.05.2023;06.06.2023;2;22.05.2023;2;343;15;4;4;23;0;none;344;none;2;16.05.2023;15.05.2023;none;none;none;1;7;nein
51782;31.01.2023;10.03.2023;03.05.2023;2;22.05.2023;2;341;15;4;4;23;0;none;345;03.06.1900;2;22.05.2023;09.03.2023;none;16.03.2023;none;1;111;ja
55389;17.04.2023;22.05.2023;13.06.2023;2;30.05.2023;2;343;15;4;4;23;0;none;344;03.08.1976;01.01.1900;23.05.2023;22.05.2023;18.04.2023;none;none;1;43;nein
57095;22.05.2023;25.05.2023;13.06.2023;6;26.05.2023;2;343;15;8;8;23;0;none;345;18.08.2354;2;25.05.2023;23.05.2023;none;none;none;1;4;nein
57311;25.05.2023;26.05.2023;16.06.2023;6;26.05.2023;2;345;15;8;8;23;1;57095;345;18.08.2354;2;26.05.2023;25.05.2023;none;none;none;1;1;nein
57312;25.05.2023;26.05.2023;16.06.2023;6;26.05.2023;2;345;15;8;8;23;1;57095;345;18.08.2354;2;26.05.2023;25.05.2023;none;none;none;1;1;nein
57313;25.05.2023;26.05.2023;16.06.2023;6;26.05.2023;2;345;15;8;8;23;1;57095;345;18.08.2354;2;26.05.2023;25.05.2023;none;none;none;1;1;nein
57314;25.05.2023;26.05.2023;16.06.2023;6;26.05.2023;2;345;15;8;8;23;1;57095;345;18.08.2354;2;26.05.2023;25.05.2023;none;none;none;1;1;nein
57315;25.05.2023;26.05.2023;16.06.2023;6;26.05.2023;2;345;15;8;8;23;1;57095;345;18.08.2354;2;26.05.2023;25.05.2023;none;none;none;1;1;nein
56152;02.05.2023;09.05.2023;24.05.2023;6;02.06.2023;2;343;15;8;8;23;1;44940;345;18.05.1982;2;02.06.2023;05.05.2023;none;none;none;1;31;ja
56517;09.05.2023;24.05.2023;31.05.2023;4;02.06.2023;2;343;15;4;8;23;0;none;345;13.08.1910;2;02.06.2023;24.05.2023;none;none;none;1;24;ja
56747;12.05.2023;31.05.2023;05.06.2023;2;06.06.2023;2;350;15;4;4;23;0;none;345;none;2;31.05.2023;26.05.2023;none;none;none;1;25;ja
56267;04.05.2023;25.05.2023;26.05.2023;6;07.06.2023;2;342;15;8;8;23;0;none;345;none;2;07.06.2023;05.05.2023;none;none;none;2;34;ja
57630;02.06.2023;15.06.2023;26.06.2023;6;20.06.2023;2;342;15;8;8;23;0;none;344;26.12.1938;1;15.06.2023;14.06.2023;none;none;none;2;18;nein
57661;02.06.2023;15.06.2023;26.06.2023;6;21.06.2023;2;342;15;8;8;23;0;none;344;26.12.1938;1;15.06.2023;14.06.2023;none;none;none;1;19;nein
57987;12.06.2023;20.06.2023;04.07.2023;4;23.06.2023;2;343;15;4;8;23;0;none;344;31.08.1929;2;20.06.2023;19.06.2023;none;none;none;1;11;nein
57660;02.06.2023;15.06.2023;26.06.2023;6;28.06.2023;2;342;15;8;8;23;0;none;344;26.12.1938;1;22.06.2023;14.06.2023;none;none;none;1;26;ja
58728;26.06.2023;27.06.2023;18.07.2023;6;28.06.2023;2;343;15;8;8;23;1;58726;344;none;2;27.06.2023;26.06.2023;none;none;none;1;2;nein
58726;26.06.2023;27.06.2023;18.07.2023;6;28.06.2023;2;343;15;8;8;23;0;none;344;none;2;27.06.2023;26.06.2023;none;none;none;1;2;nein
58859;28.06.2023;28.06.2023;20.07.2023;6;30.06.2023;2;343;15;8;8;23;0;none;344;01.02.1959;2;28.06.2023;28.06.2023;none;none;none;1;2;nein
58861;28.06.2023;28.06.2023;20.07.2023;6;30.06.2023;2;343;15;8;8;23;0;none;344;01.02.1959;2;28.06.2023;28.06.2023;none;none;none;1;2;nein
58863;28.06.2023;28.06.2023;20.07.2023;6;30.06.2023;2;343;15;8;8;23;0;none;344;01.02.1959;2;28.06.2023;28.06.2023;none;none;none;1;2;nein
58803;27.06.2023;30.06.2023;19.07.2023;6;04.07.2023;2;343;15;8;8;23;0;none;345;01.02.1959;2;30.06.2023;28.06.2023;none;none;none;1;7;nein
58804;27.06.2023;30.06.2023;19.07.2023;6;04.07.2023;2;343;15;8;8;23;0;none;345;01.02.1959;2;30.06.2023;28.06.2023;none;none;none;1;7;nein
58806;27.06.2023;30.06.2023;19.07.2023;6;04.07.2023;2;343;15;8;8;23;0;none;345;01.02.1959;2;30.06.2023;28.06.2023;none;none;none;1;7;nein
58855;28.06.2023;30.06.2023;20.07.2023;6;04.07.2023;2;343;15;8;8;23;0;none;345;01.02.1959;2;30.06.2023;28.06.2023;none;none;none;1;6;nein
58856;28.06.2023;30.06.2023;20.07.2023;6;04.07.2023;2;343;15;8;8;23;0;none;345;01.02.1959;2;30.06.2023;28.06.2023;none;none;none;1;6;nein
58857;28.06.2023;30.06.2023;20.07.2023;6;04.07.2023;2;343;15;8;8;23;0;none;345;01.02.1959;2;30.06.2023;28.06.2023;none;none;none;1;6;nein
58090;13.06.2023;14.06.2023;05.07.2023;4;04.07.2023;2;345;15;4;8;23;1;56518;345;13.08.1910;3;04.07.2023;14.06.2023;none;none;none;1;21;nein
59140;05.07.2023;05.07.2023;27.07.2023;6;07.07.2023;2;343;15;8;8;23;0;none;344;01.02.1959;2;05.07.2023;05.07.2023;none;none;none;1;2;nein
59143;05.07.2023;05.07.2023;27.07.2023;6;07.07.2023;2;343;15;8;8;23;0;none;344;01.02.1959;2;05.07.2023;05.07.2023;none;none;none;1;2;nein
59146;05.07.2023;05.07.2023;27.07.2023;6;07.07.2023;2;343;15;8;8;23;0;none;344;01.02.1959;2;05.07.2023;05.07.2023;none;none;none;1;2;nein
59155;05.07.2023;05.07.2023;27.07.2023;6;07.07.2023;2;343;15;8;8;23;0;none;344;01.02.1959;2;05.07.2023;05.07.2023;none;none;none;1;2;nein
59161;05.07.2023;05.07.2023;27.07.2023;6;07.07.2023;2;343;15;8;8;23;0;none;344;01.02.1959;2;05.07.2023;05.07.2023;none;none;none;1;2;nein
59159;05.07.2023;05.07.2023;27.07.2023;6;07.07.2023;2;343;15;8;8;23;0;none;344;01.02.1959;2;05.07.2023;05.07.2023;none;none;none;1;2;nein
59157;05.07.2023;05.07.2023;27.07.2023;6;07.07.2023;2;343;15;8;8;23;0;none;344;01.02.1959;2;05.07.2023;05.07.2023;none;none;none;1;2;nein
59164;05.07.2023;05.07.2023;27.07.2023;6;07.07.2023;2;343;15;8;8;23;0;none;344;01.02.1959;2;05.07.2023;05.07.2023;none;none;none;1;2;nein
59170;05.07.2023;05.07.2023;27.07.2023;6;10.07.2023;2;343;15;8;8;23;0;none;344;01.02.1959;2;05.07.2023;05.07.2023;none;none;none;1;5;nein
59168;05.07.2023;05.07.2023;27.07.2023;6;10.07.2023;2;343;15;8;8;23;0;none;344;01.02.1959;2;05.07.2023;05.07.2023;none;none;none;1;5;nein
59167;05.07.2023;05.07.2023;27.07.2023;6;10.07.2023;2;343;15;8;8;23;0;none;344;01.02.1959;2;05.07.2023;05.07.2023;none;none;none;1;5;nein
59166;05.07.2023;05.07.2023;27.07.2023;6;10.07.2023;2;343;15;8;8;23;0;none;344;01.02.1959;2;05.07.2023;05.07.2023;none;none;none;1;5;nein
59165;05.07.2023;05.07.2023;27.07.2023;6;10.07.2023;2;343;15;8;8;23;0;none;344;01.02.1959;2;05.07.2023;05.07.2023;none;none;none;1;5;nein
58732;26.06.2023;03.07.2023;18.07.2023;6;10.07.2023;2;343;15;8;8;23;1;58730;344;none;1;03.07.2023;27.06.2023;none;none;none;1;14;nein
57186;23.05.2023;06.06.2023;24.07.2023;3;10.07.2023;2;343;15;8;4;23;0;none;345;18.12.2299;03.01.1900;10.07.2023;05.06.2023;05.06.2023;none;none;1;48;nein
57188;23.05.2023;06.06.2023;24.07.2023;3;10.07.2023;2;343;15;8;4;23;0;none;345;18.12.2299;03.01.1900;10.07.2023;05.06.2023;05.06.2023;none;none;1;48;nein
59127;05.07.2023;05.07.2023;27.07.2023;3;10.07.2023;2;345;15;8;4;23;1;57186;345;18.12.2299;3;10.07.2023;05.07.2023;none;none;none;1;5;nein
58730;26.06.2023;03.07.2023;18.07.2023;6;11.07.2023;2;343;15;8;8;23;1;58729;344;none;2;03.07.2023;27.06.2023;none;none;none;1;15;nein
58729;26.06.2023;03.07.2023;18.07.2023;6;11.07.2023;2;343;15;8;8;23;1;58728;344;none;2;03.07.2023;27.06.2023;none;none;none;1;15;nein
59788;18.07.2023;19.07.2023;26.07.2023;6;21.07.2023;2;343;15;8;8;23;0;none;344;01.02.1959;2;19.07.2023;18.07.2023;none;none;none;1;3;nein
59786;18.07.2023;19.07.2023;26.07.2023;6;21.07.2023;2;343;15;8;8;23;0;none;344;01.02.1959;2;19.07.2023;18.07.2023;none;none;none;1;3;nein
59784;18.07.2023;19.07.2023;11.08.2023;6;21.07.2023;2;343;15;8;8;23;0;none;344;01.02.1959;2;19.07.2023;18.07.2023;none;none;none;1;3;nein
58991;30.06.2023;04.07.2023;24.07.2023;6;26.07.2023;2;342;15;8;8;23;0;none;345;none;1;26.07.2023;03.07.2023;none;none;none;1;26;ja
60660;03.08.2023;04.08.2023;25.08.2023;6;04.08.2023;2;343;15;8;8;23;0;none;344;25.06.2030;2;04.08.2023;04.08.2023;none;none;none;1;1;nein
60468;31.07.2023;01.08.2023;15.08.2023;6;04.08.2023;2;1764;15;8;8;23;0;none;345;none;2;01.08.2023;31.07.2023;none;none;none;2;4;nein
60471;31.07.2023;01.08.2023;15.08.2023;6;04.08.2023;2;1764;15;8;8;23;0;none;345;none;2;01.08.2023;31.07.2023;none;none;none;1;4;nein
60432;31.07.2023;01.08.2023;15.08.2023;6;04.08.2023;2;343;15;8;8;23;0;none;345;01.02.1959;2;01.08.2023;31.07.2023;none;none;none;1;4;nein
60433;31.07.2023;01.08.2023;15.08.2023;6;04.08.2023;2;343;15;8;8;23;0;none;345;01.02.1959;2;01.08.2023;31.07.2023;none;none;none;1;4;nein
60434;31.07.2023;01.08.2023;15.08.2023;6;04.08.2023;2;343;15;8;8;23;0;none;345;01.02.1959;2;01.08.2023;31.07.2023;none;none;none;1;4;nein
60754;04.08.2023;04.08.2023;21.08.2023;6;04.08.2023;2;343;15;8;8;23;1;60434;345;01.02.1959;2;04.08.2023;04.08.2023;none;none;none;1;0;nein
60755;04.08.2023;04.08.2023;21.08.2023;6;04.08.2023;2;343;15;8;8;23;1;60434;345;01.02.1959;2;04.08.2023;04.08.2023;none;none;none;1;0;nein
60756;04.08.2023;04.08.2023;21.08.2023;6;07.08.2023;2;343;15;8;8;23;1;58804;345;01.02.1959;3;04.08.2023;04.08.2023;none;none;none;1;3;nein
60757;04.08.2023;04.08.2023;21.08.2023;6;07.08.2023;2;343;15;8;8;23;1;58804;345;01.02.1959;3;04.08.2023;04.08.2023;none;none;none;1;3;nein
60760;04.08.2023;07.08.2023;21.08.2023;6;07.08.2023;2;343;15;8;8;23;1;58806;345;01.02.1959;03.01.1900;07.08.2023;07.08.2023;04.08.2023;none;none;1;3;nein
60761;04.08.2023;07.08.2023;21.08.2023;6;07.08.2023;2;343;15;8;8;23;1;58806;345;01.02.1959;03.01.1900;07.08.2023;07.08.2023;04.08.2023;none;none;1;3;nein
60289;26.07.2023;02.08.2023;17.08.2023;6;07.08.2023;2;1764;15;8;8;23;0;none;344;20.11.2310;2;02.08.2023;01.08.2023;none;none;none;1;12;nein
60541;01.08.2023;09.08.2023;23.08.2023;2;10.08.2023;2;343;15;4;4;23;0;none;344;27.08.1994;1;09.08.2023;07.08.2023;none;none;none;1;9;nein
60542;01.08.2023;09.08.2023;23.08.2023;2;10.08.2023;2;343;15;4;4;23;0;none;344;27.08.1994;1;09.08.2023;07.08.2023;none;none;none;1;9;nein
60448;31.07.2023;09.08.2023;22.08.2023;4;11.08.2023;2;343;15;4;8;23;0;none;344;none;2;09.08.2023;08.08.2023;none;none;none;1;11;nein
60540;01.08.2023;14.08.2023;23.08.2023;2;14.08.2023;2;343;15;4;4;23;0;none;344;27.08.1994;1;14.08.2023;07.08.2023;none;none;none;1;13;nein
61233;16.08.2023;18.08.2023;31.08.2023;6;22.08.2023;2;343;15;8;8;23;0;none;345;01.02.1959;2;18.08.2023;16.08.2023;none;none;none;1;6;nein
61234;16.08.2023;18.08.2023;31.08.2023;6;22.08.2023;2;343;15;8;8;23;0;none;345;01.02.1959;2;18.08.2023;16.08.2023;none;none;none;1;6;nein
61237;16.08.2023;18.08.2023;31.08.2023;6;22.08.2023;2;343;15;8;8;23;0;none;345;01.02.1959;2;18.08.2023;16.08.2023;none;none;none;1;6;nein
61309;18.08.2023;18.08.2023;04.09.2023;6;22.08.2023;2;345;15;8;8;23;1;61233;345;01.02.1959;2;18.08.2023;18.08.2023;none;none;none;1;4;nein
61310;18.08.2023;18.08.2023;04.09.2023;6;22.08.2023;2;345;15;8;8;23;1;61233;345;01.02.1959;2;18.08.2023;18.08.2023;none;none;none;1;4;nein
61312;18.08.2023;18.08.2023;04.09.2023;6;22.08.2023;2;345;15;8;8;23;1;61233;345;01.02.1959;2;18.08.2023;18.08.2023;none;none;none;1;4;nein
61313;18.08.2023;18.08.2023;04.09.2023;6;22.08.2023;2;345;15;8;8;23;1;61233;345;01.02.1959;2;18.08.2023;18.08.2023;none;none;none;1;4;nein
61314;18.08.2023;18.08.2023;04.09.2023;6;22.08.2023;2;345;15;8;8;23;1;61233;345;01.02.1959;2;18.08.2023;18.08.2023;none;none;none;1;4;nein
61369;21.08.2023;21.08.2023;05.09.2023;6;22.08.2023;2;345;15;8;8;23;1;60756;345;01.02.1959;3;21.08.2023;21.08.2023;none;none;none;1;1;nein
61371;21.08.2023;21.08.2023;05.09.2023;6;22.08.2023;2;345;15;8;8;23;1;60757;345;01.02.1959;3;21.08.2023;21.08.2023;none;none;none;1;1;nein
61372;21.08.2023;21.08.2023;05.09.2023;6;22.08.2023;2;345;15;8;8;23;1;60760;345;01.02.1959;3;21.08.2023;21.08.2023;none;none;none;1;1;nein
61373;21.08.2023;21.08.2023;05.09.2023;6;22.08.2023;2;345;15;8;8;23;1;60761;345;01.02.1959;3;21.08.2023;21.08.2023;none;none;none;1;1;nein
60022;21.07.2023;07.08.2023;24.08.2023;6;29.08.2023;2;1764;15;8;8;23;0;none;345;20.11.2310;2;29.08.2023;26.07.2023;none;none;none;1;39;ja
60025;21.07.2023;07.08.2023;24.08.2023;6;29.08.2023;2;1764;15;8;8;23;0;none;345;20.11.2310;2;29.08.2023;26.07.2023;none;none;none;1;39;ja
60026;21.07.2023;07.08.2023;24.08.2023;6;29.08.2023;2;1764;15;8;8;23;0;none;345;20.11.2310;2;29.08.2023;26.07.2023;none;none;none;1;39;ja
60029;21.07.2023;07.08.2023;24.08.2023;6;29.08.2023;2;1764;15;8;8;23;0;none;345;20.11.2310;2;29.08.2023;26.07.2023;none;none;none;1;39;ja
60208;25.07.2023;28.08.2023;07.09.2023;2;06.09.2023;2;343;15;4;4;23;0;none;345;none;2;06.09.2023;24.08.2023;none;none;none;1;43;nein
61865;31.08.2023;04.09.2023;08.09.2023;6;07.09.2023;2;343;15;8;8;23;0;none;344;06.12.1926;2;04.09.2023;04.09.2023;none;none;none;1;7;nein
62059;06.09.2023;07.09.2023;28.09.2023;2;13.09.2023;2;1764;15;4;4;23;0;none;344;05.10.2324;1;07.09.2023;07.09.2023;none;none;none;1;7;nein
62060;06.09.2023;07.09.2023;28.09.2023;6;13.09.2023;2;1764;15;8;8;23;0;none;344;05.10.2324;1;08.09.2023;07.09.2023;none;none;none;1;7;nein
62057;06.09.2023;07.09.2023;28.09.2023;6;15.09.2023;2;1764;15;8;8;23;0;none;344;05.10.2324;1;08.09.2023;07.09.2023;none;none;none;1;9;nein
62513;18.09.2023;19.09.2023;26.09.2023;6;22.09.2023;2;343;15;8;8;23;0;none;344;18.12.2299;1;19.09.2023;18.09.2023;none;none;none;1;4;nein
62673;20.09.2023;21.09.2023;12.10.2023;2;25.09.2023;2;343;15;4;4;23;0;none;344;04.12.1910;1;21.09.2023;20.09.2023;none;none;none;1;5;nein
61812;31.08.2023;08.09.2023;15.09.2023;4;25.09.2023;2;343;15;4;8;23;0;none;345;06.11.2317;1;25.09.2023;07.09.2023;none;15.09.2023;none;1;25;ja
