OrderID;OrderDate;StartDate;DesiredDate;Priority;FinishtDate;InitiatingBusinessUnit;InitiatingDepartment;OrderReason;IndustrySegment;Reorder;SupportDepartment;InProcessSince;UsageCategory;ProcessTime;DeliveryPerformance;Backlog
54159;21.03.2023;04.04.2023;28.04.2023;2;06.04.2023;2;1747;15;1;0;157;04.04.2023;3;16;0;91
76416;01.07.2024;11.07.2024;23.07.2024;4;17.07.2024;2;306;15;1;0;157;11.07.2024;1;16;0;91
76416;01.07.2024;11.07.2024;23.07.2024;4;17.07.2024;2;306;15;1;0;157;11.07.2024;1;16;0;91
76455;01.07.2024;11.07.2024;23.07.2024;4;17.07.2024;2;306;15;1;0;157;11.07.2024;1;16;0;91
20596;25.01.2021;10.02.2021;05.02.2021;2;10.02.2021;1;339;15;29;0;157;10.02.2021;1;16;1;90
20598;25.01.2021;10.02.2021;05.02.2021;2;10.02.2021;1;339;15;29;0;157;10.02.2021;1;16;1;90
20344;19.01.2021;01.02.2021;10.02.2021;3;04.02.2021;3;none;15;37;0;157;01.02.2021;1;16;0;87
74965;04.06.2024;11.06.2024;26.06.2024;2;20.06.2024;2;343;15;24;0;157;11.06.2024;1;16;0;86
36160;18.01.2022;03.02.2022;24.01.2022;6;03.02.2022;2;342;15;24;0;157;03.02.2022;1;16;1;85
77679;23.07.2024;06.08.2024;14.08.2024;2;08.08.2024;2;306;15;1;0;157;06.08.2024;2;16;0;82
76088;25.06.2024;08.07.2024;24.07.2024;2;11.07.2024;1;338;15;29;0;157;08.07.2024;1;16;0;81
77220;15.07.2024;30.07.2024;06.08.2024;6;31.07.2024;2;1747;15;1;0;157;30.07.2024;2;16;0;80
23819;06.04.2021;12.04.2021;15.04.2021;3;22.04.2021;3;none;15;1;0;157;12.04.2021;1;16;1;79
81111;24.09.2024;26.09.2024;18.10.2024;6;10.10.2024;1;338;15;29;1;158;26.09.2024;1;16;0;65
60140;25.07.2023;07.08.2023;21.08.2023;2;10.08.2023;2;314;15;9;0;158;07.08.2023;1;16;0;64
32931;27.10.2021;12.11.2021;09.11.2021;2;12.11.2021;3;1787;15;14;1;157;12.11.2021;1;16;1;75
75344;10.06.2024;20.06.2024;02.07.2024;2;26.06.2024;2;343;15;24;1;157;20.06.2024;1;16;0;73
63730;16.10.2023;25.10.2023;08.11.2023;6;01.11.2023;3;349;15;37;0;157;25.10.2023;2;16;0;72
63728;16.10.2023;25.10.2023;08.11.2023;6;01.11.2023;3;349;15;37;0;157;25.10.2023;2;16;0;72
64201;25.10.2023;07.11.2023;17.11.2023;2;10.11.2023;1;339;15;29;0;157;07.11.2023;1;16;0;71
75467;11.06.2024;26.06.2024;03.07.2024;2;27.06.2024;2;306;15;1;0;157;26.06.2024;1;16;0;71
28971;04.08.2021;20.08.2021;17.08.2021;2;20.08.2021;2;341;15;24;0;157;20.08.2021;1;16;1;70
28975;04.08.2021;20.08.2021;17.08.2021;2;20.08.2021;2;341;15;24;0;157;20.08.2021;1;16;1;70
75670;17.06.2024;27.06.2024;09.07.2024;6;03.07.2024;2;1764;15;23;0;157;27.06.2024;1;16;0;70
25609;19.05.2021;03.06.2021;28.05.2021;2;04.06.2021;3;349;15;37;0;157;03.06.2021;2;16;1;69
63451;09.10.2023;24.10.2023;03.11.2023;2;25.10.2023;2;1747;15;1;0;157;24.10.2023;3;16;0;68
29120;08.08.2021;18.08.2021;20.08.2021;2;24.08.2021;2;none;15;1;0;157;18.08.2021;1;16;1;65
29119;08.08.2021;17.08.2021;20.08.2021;2;24.08.2021;3;none;15;1;0;157;17.08.2021;1;16;1;65
29118;08.08.2021;17.08.2021;20.08.2021;2;24.08.2021;2;none;15;1;0;157;17.08.2021;1;16;1;65
29289;11.08.2021;27.08.2021;02.09.2021;4;27.08.2021;1;338;15;29;0;157;27.08.2021;1;16;0;65
80606;16.09.2024;30.09.2024;10.10.2024;2;02.10.2024;2;314;15;9;0;158;30.09.2024;1;16;0;58
29801;24.08.2021;08.09.2021;20.09.2021;2;09.09.2021;1;338;15;29;0;157;08.09.2021;1;16;0;63
80607;16.09.2024;30.09.2024;10.10.2024;2;02.10.2024;2;314;15;9;0;158;30.09.2024;1;16;0;58
31009;20.09.2021;05.10.2021;11.10.2021;2;06.10.2021;1;385;15;30;1;157;05.10.2021;1;16;0;63
31015;20.09.2021;05.10.2021;11.10.2021;2;06.10.2021;1;385;15;29;1;157;05.10.2021;1;16;0;63
57510;31.05.2023;15.06.2023;22.06.2023;2;16.06.2023;2;306;15;1;0;157;15.06.2023;1;16;0;63
26435;08.06.2021;15.06.2021;16.06.2021;2;24.06.2021;1;339;15;29;0;157;15.06.2021;1;16;1;62
44086;27.07.2022;09.08.2022;17.08.2022;2;12.08.2022;2;none;15;1;0;158;09.08.2022;1;16;0;56
24384;19.04.2021;22.04.2021;28.04.2021;6;05.05.2021;3;none;15;11;0;157;22.04.2021;1;16;1;60
24378;19.04.2021;22.04.2021;26.04.2021;6;05.05.2021;3;none;15;11;0;157;22.04.2021;1;16;1;60
59910;19.07.2023;04.08.2023;10.08.2023;2;04.08.2023;1;340;15;29;0;157;04.08.2023;1;16;0;60
29463;17.08.2021;02.09.2021;08.09.2021;6;02.09.2021;3;none;15;16;0;157;02.09.2021;1;16;0;59
31460;28.09.2021;12.10.2021;15.10.2021;2;14.10.2021;1;339;15;29;0;157;12.10.2021;1;16;0;58
48839;22.11.2022;08.12.2022;14.12.2022;6;08.12.2022;1;345;15;30;1;158;08.12.2022;1;16;0;53
48849;22.11.2022;08.12.2022;14.12.2022;6;08.12.2022;1;345;15;30;1;158;08.12.2022;1;16;0;53
81888;09.10.2024;25.10.2024;04.11.2024;4;25.10.2024;1;337;15;29;1;158;25.10.2024;1;16;0;52
26160;01.06.2021;16.06.2021;29.06.2021;6;17.06.2021;3;none;15;11;0;158;16.06.2021;1;16;0;51
31137;22.09.2021;08.10.2021;11.11.2021;2;08.10.2021;3;1786;15;12;1;157;08.10.2021;1;16;0;56
39530;04.04.2022;08.04.2022;14.04.2022;6;20.04.2022;1;338;15;29;1;157;08.04.2022;1;16;1;56
39531;04.04.2022;08.04.2022;14.04.2022;6;20.04.2022;1;338;15;29;1;157;08.04.2022;1;16;1;56
42787;27.06.2022;12.07.2022;11.07.2022;2;13.07.2022;1;338;15;29;0;157;13.07.2022;1;16;1;56
62318;13.09.2023;28.09.2023;22.11.2023;2;29.09.2023;2;314;15;9;0;157;28.09.2023;1;16;0;54
62314;13.09.2023;26.09.2023;15.11.2023;2;29.09.2023;2;314;15;9;0;157;26.09.2023;3;16;0;54
41628;24.05.2022;02.06.2022;03.06.2022;3;09.06.2022;2;none;15;1;0;157;09.06.2022;2;16;1;53
81442;30.09.2024;14.10.2024;24.10.2024;2;16.10.2024;1;338;15;29;0;158;14.10.2024;2;16;0;48
60218;25.07.2023;07.08.2023;15.09.2023;2;10.08.2023;1;339;15;29;0;157;07.08.2023;1;16;0;50
60215;25.07.2023;07.08.2023;15.09.2023;2;10.08.2023;1;339;15;29;0;157;07.08.2023;1;16;0;50
60219;25.07.2023;07.08.2023;15.09.2023;2;10.08.2023;1;339;15;29;0;157;07.08.2023;1;16;0;50
70848;11.03.2024;14.03.2024;04.04.2024;2;27.03.2024;2;306;15;1;0;157;14.03.2024;1;16;0;49
27122;23.06.2021;07.07.2021;07.07.2021;6;09.07.2021;2;341;15;24;0;157;07.07.2021;1;16;1;48
43217;06.07.2022;15.07.2022;12.07.2022;2;22.07.2022;2;none;15;1;0;157;21.07.2022;1;16;1;48
27015;21.06.2021;07.07.2021;14.10.2021;6;07.07.2021;1;339;15;29;0;157;07.07.2021;1;16;0;47
45011;22.08.2022;07.09.2022;12.09.2022;6;07.09.2022;1;339;15;29;1;158;07.09.2022;1;16;0;44
51849;01.02.2023;17.02.2023;23.02.2023;4;17.02.2023;1;340;15;29;1;157;17.02.2023;1;16;0;47
30808;15.09.2021;28.09.2021;04.10.2021;4;01.10.2021;1;338;15;29;0;157;28.09.2021;1;16;0;46
25366;12.05.2021;20.05.2021;10.06.2021;6;28.05.2021;2;none;15;9;0;158;20.05.2021;1;16;0;42
31063;21.09.2021;07.10.2021;27.10.2021;3;07.10.2021;1;338;15;29;0;158;07.10.2021;2;16;0;39
31066;21.09.2021;07.10.2021;27.10.2021;3;07.10.2021;1;338;15;29;0;158;07.10.2021;2;16;0;39
52111;08.02.2023;23.02.2023;02.03.2023;2;24.02.2023;1;338;15;29;1;157;23.02.2023;1;16;0;44
43837;21.07.2022;06.08.2022;26.08.2022;2;06.08.2022;1;345;15;30;1;158;06.08.2022;1;16;0;39
43838;21.07.2022;06.08.2022;26.08.2022;2;06.08.2022;1;345;15;30;1;158;06.08.2022;1;16;0;39
43840;21.07.2022;06.08.2022;26.08.2022;2;06.08.2022;1;345;15;30;1;158;06.08.2022;1;16;0;39
40002;13.04.2022;14.04.2022;25.04.2022;2;29.04.2022;2;none;15;1;0;157;14.04.2022;1;16;1;43
39998;13.04.2022;22.04.2022;21.04.2022;4;29.04.2022;2;none;15;1;0;157;22.04.2022;1;16;1;43
42627;22.06.2022;01.07.2022;15.07.2022;2;08.07.2022;3;349;15;37;0;157;01.07.2022;2;16;0;43
27758;07.07.2021;13.07.2021;26.07.2021;6;23.07.2021;2;343;15;24;0;158;13.07.2021;1;16;0;38
53097;01.03.2023;06.03.2023;23.03.2023;3;17.03.2023;2;342;15;24;0;157;06.03.2023;1;16;0;43
53092;01.03.2023;06.03.2023;23.03.2023;3;17.03.2023;2;342;15;24;0;157;06.03.2023;1;16;0;43
53096;01.03.2023;06.03.2023;23.03.2023;3;17.03.2023;2;342;15;24;0;157;06.03.2023;1;16;0;43
74247;22.05.2024;29.05.2024;13.06.2024;2;07.06.2024;2;343;15;24;0;157;29.05.2024;1;16;0;43
30637;13.09.2021;20.09.2021;22.09.2021;2;29.09.2021;1;339;15;29;0;157;20.09.2021;1;16;1;42
30638;13.09.2021;20.09.2021;04.11.2021;2;29.09.2021;1;339;15;29;0;157;20.09.2021;1;16;0;42
42564;21.06.2022;04.07.2022;08.07.2022;2;07.07.2022;2;none;15;1;0;157;04.07.2022;1;16;0;42
62919;26.09.2023;12.10.2023;18.10.2023;3;12.10.2023;3;350;15;8;0;157;12.10.2023;3;16;0;42
39863;11.04.2022;13.04.2022;15.04.2022;3;27.04.2022;1;359;15;30;1;157;13.04.2022;1;16;1;41
39848;11.04.2022;13.04.2022;20.04.2022;6;27.04.2022;2;342;15;24;0;157;13.04.2022;1;16;1;41
39847;11.04.2022;19.04.2022;29.04.2022;3;27.04.2022;3;1779;15;14;0;157;19.04.2022;3;16;0;41
39849;11.04.2022;14.04.2022;29.04.2022;3;27.04.2022;3;none;15;14;0;157;14.04.2022;3;16;0;41
41702;30.05.2022;15.06.2022;17.06.2022;6;15.06.2022;1;338;15;29;0;158;15.06.2022;1;16;0;35
40926;09.05.2022;19.05.2022;27.05.2022;6;25.05.2022;3;1783;15;37;0;157;19.05.2022;1;16;0;40
40930;09.05.2022;19.05.2022;27.05.2022;6;25.05.2022;3;1783;15;37;0;157;19.05.2022;1;16;0;40
55122;11.04.2023;24.04.2023;03.05.2023;6;27.04.2023;3;1783;15;37;0;157;24.04.2023;2;16;0;40
73879;14.05.2024;30.05.2024;07.06.2024;2;30.05.2024;3;1771;15;8;0;157;30.05.2024;1;16;0;40
42464;20.06.2022;29.06.2022;11.07.2022;2;06.07.2022;2;342;15;24;0;157;29.06.2022;3;16;0;39
46227;21.09.2022;07.10.2022;28.10.2022;2;07.10.2022;3;none;49;7;0;157;07.10.2022;3;16;0;39
48793;21.11.2022;07.12.2022;13.12.2022;4;07.12.2022;1;340;15;29;0;157;07.12.2022;1;16;0;39
48834;21.11.2022;01.12.2022;13.12.2022;4;07.12.2022;2;none;15;1;0;157;01.12.2022;1;16;0;39
65890;29.11.2023;08.12.2023;21.12.2023;6;15.12.2023;2;1747;15;1;0;157;08.12.2023;3;16;0;39
52623;20.02.2023;08.03.2023;14.03.2023;4;08.03.2023;1;340;15;29;0;157;08.03.2023;1;16;0;38
52628;20.02.2023;08.03.2023;14.03.2023;2;08.03.2023;1;340;15;29;1;157;08.03.2023;1;16;0;38
52630;20.02.2023;08.03.2023;14.03.2023;2;08.03.2023;1;340;15;29;1;157;08.03.2023;1;16;0;38
53650;13.03.2023;22.03.2023;04.04.2023;2;29.03.2023;3;1776;15;3;0;158;22.03.2023;1;16;0;33
73909;15.05.2024;30.05.2024;07.06.2024;6;31.05.2024;2;306;15;1;0;157;30.05.2024;1;16;0;38
81901;09.10.2024;17.10.2024;18.10.2024;2;25.10.2024;2;342;15;24;0;157;23.10.2024;1;16;1;37
39672;06.04.2022;22.04.2022;12.04.2022;3;22.04.2022;3;none;15;7;0;157;22.04.2022;3;16;1;35
45860;12.09.2022;19.09.2022;03.10.2022;2;28.09.2022;2;none;15;1;0;157;19.09.2022;2;16;0;35
61473;22.08.2023;05.09.2023;13.09.2023;3;07.09.2023;3;1769;15;7;0;157;05.09.2023;1;16;0;34
73781;13.05.2024;28.05.2024;05.06.2024;2;29.05.2024;2;343;15;23;0;157;28.05.2024;1;16;0;34
69312;13.02.2024;29.02.2024;06.03.2024;6;29.02.2024;2;342;15;24;0;157;29.02.2024;1;16;0;33
42004;07.06.2022;15.06.2022;15.06.2022;2;23.06.2022;1;340;15;29;0;158;15.06.2022;2;16;1;30
41354;18.05.2022;03.06.2022;24.05.2022;6;03.06.2022;3;none;15;14;0;157;03.06.2022;2;16;1;32
65544;22.11.2023;08.12.2023;14.12.2023;6;08.12.2023;1;340;15;29;0;157;08.12.2023;1;16;0;32
65545;22.11.2023;08.12.2023;14.12.2023;4;08.12.2023;1;340;15;29;0;157;08.12.2023;1;16;0;32
43359;11.07.2022;13.07.2022;29.07.2022;2;27.07.2022;1;337;15;29;1;158;26.07.2022;1;16;0;29
39567;05.04.2022;13.04.2022;18.04.2022;2;21.04.2022;2;none;15;9;0;158;13.04.2022;1;16;1;28
51479;25.01.2023;10.02.2023;16.02.2023;2;10.02.2023;1;337;15;29;1;157;10.02.2023;1;16;0;29
61989;05.09.2023;06.09.2023;27.09.2023;2;21.09.2023;2;306;15;1;0;157;06.09.2023;2;16;0;28
22346;02.03.2021;17.03.2021;03.05.2021;4;18.03.2021;1;340;15;29;1;158;17.03.2021;1;16;0;26
44833;15.08.2022;19.08.2022;05.09.2022;2;31.08.2022;2;none;15;1;0;157;19.08.2022;1;16;0;26
23840;07.04.2021;22.04.2021;04.05.2021;6;23.04.2021;3;none;15;11;1;158;22.04.2021;1;16;0;26
62302;12.09.2023;26.09.2023;08.11.2023;2;28.09.2023;2;314;15;9;0;157;26.09.2023;3;16;0;26
62298;12.09.2023;26.09.2023;08.11.2023;2;28.09.2023;2;314;15;9;0;157;26.09.2023;3;16;0;26
73568;06.05.2024;13.05.2024;31.05.2024;4;22.05.2024;1;337;15;29;1;157;13.05.2024;1;16;0;26
73714;08.05.2024;23.05.2024;04.06.2024;2;24.05.2024;1;337;15;29;0;157;23.05.2024;1;16;0;23
39031;23.03.2022;08.04.2022;12.04.2022;4;08.04.2022;1;340;15;29;0;158;08.04.2022;1;16;0;17
67008;22.12.2023;04.01.2024;11.01.2024;6;08.01.2024;2;342;15;23;0;158;04.01.2024;1;17;0;78
21678;16.02.2021;01.03.2021;12.03.2021;2;05.03.2021;2;362;15;24;0;157;01.03.2021;2;17;0;163
36951;04.02.2022;16.02.2022;10.02.2022;2;21.02.2022;3;none;15;44;0;157;16.02.2022;1;17;1;149
34428;29.11.2021;16.12.2021;03.12.2021;4;16.12.2021;1;339;15;29;0;157;16.12.2021;1;17;1;126
34729;06.12.2021;23.12.2021;10.12.2021;3;23.12.2021;2;341;15;24;0;157;23.12.2021;2;17;1;125
22560;08.03.2021;23.03.2021;29.03.2021;6;25.03.2021;3;none;15;37;0;157;23.03.2021;1;17;0;112
63374;06.10.2023;23.10.2023;23.10.2023;4;23.10.2023;3;1784;15;11;0;158;23.10.2023;1;17;1;72
63382;06.10.2023;19.10.2023;23.10.2023;4;23.10.2023;3;1784;15;11;0;158;19.10.2023;1;17;1;72
36476;25.01.2022;03.02.2022;31.01.2022;6;11.02.2022;3;1786;15;12;0;157;03.02.2022;1;17;1;99
36477;25.01.2022;03.02.2022;31.01.2022;6;11.02.2022;3;1786;15;12;0;157;03.02.2022;1;17;1;99
78514;06.08.2024;16.08.2024;28.08.2024;4;23.08.2024;2;343;15;23;0;158;23.08.2024;1;17;0;72
78519;06.08.2024;16.08.2024;28.08.2024;4;23.08.2024;2;343;15;23;0;158;23.08.2024;1;17;0;72
68595;30.01.2024;16.02.2024;04.03.2024;6;16.02.2024;1;340;15;29;1;158;16.02.2024;1;17;0;68
34401;26.11.2021;08.12.2021;09.12.2021;6;13.12.2021;2;none;15;9;0;158;08.12.2021;1;17;1;67
53952;17.03.2023;20.03.2023;10.04.2023;2;03.04.2023;1;340;15;29;1;157;20.03.2023;1;17;0;92
34059;19.11.2021;06.12.2021;25.11.2021;2;06.12.2021;1;339;15;29;0;157;06.12.2021;1;17;1;89
38847;21.03.2022;07.04.2022;06.04.2022;2;07.04.2022;1;337;15;30;0;157;07.04.2022;1;17;1;89
20795;29.01.2021;10.02.2021;15.02.2021;6;15.02.2021;3;none;15;18;0;157;10.02.2021;1;17;1;85
20816;29.01.2021;10.02.2021;15.02.2021;6;15.02.2021;3;none;15;18;0;157;10.02.2021;1;17;1;85
20821;29.01.2021;11.02.2021;16.02.2021;6;15.02.2021;3;none;15;18;0;157;11.02.2021;1;17;0;85
20823;29.01.2021;11.02.2021;16.02.2021;6;15.02.2021;3;none;15;18;0;157;11.02.2021;1;17;0;85
20824;29.01.2021;11.02.2021;16.02.2021;6;15.02.2021;3;none;15;18;0;157;11.02.2021;1;17;0;85
20820;29.01.2021;11.02.2021;16.02.2021;6;15.02.2021;3;none;15;18;0;157;11.02.2021;1;17;0;85
20835;29.01.2021;12.02.2021;17.02.2021;6;15.02.2021;3;none;15;18;0;157;12.02.2021;1;17;0;85
20834;29.01.2021;12.02.2021;17.02.2021;6;15.02.2021;3;none;15;18;0;157;12.02.2021;1;17;0;85
19949;11.01.2021;28.01.2021;03.02.2021;2;28.01.2021;1;339;15;29;0;157;28.01.2021;1;17;0;84
19585;22.12.2020;08.01.2021;13.01.2021;4;08.01.2021;3;none;15;1;0;157;08.01.2021;1;17;0;82
36013;14.01.2022;31.01.2022;21.01.2022;2;31.01.2022;2;343;15;24;0;157;31.01.2022;2;17;1;82
53675;13.03.2023;30.03.2023;04.04.2023;2;30.03.2023;1;338;15;29;0;157;30.03.2023;1;17;0;81
76161;25.06.2024;08.07.2024;17.07.2024;2;12.07.2024;2;306;15;1;0;157;08.07.2024;1;17;0;81
77134;12.07.2024;22.07.2024;05.08.2024;3;29.07.2024;2;342;15;24;0;157;22.07.2024;1;17;0;81
64688;07.11.2023;20.11.2023;22.11.2023;2;24.11.2023;2;314;15;9;0;158;20.11.2023;1;17;1;65
77556;19.07.2024;01.08.2024;12.08.2024;2;05.08.2024;1;337;15;29;1;157;01.08.2024;1;17;0;79
77520;19.07.2024;29.07.2024;12.08.2024;2;05.08.2024;2;306;15;1;0;157;29.07.2024;2;17;0;79
77520;19.07.2024;29.07.2024;12.08.2024;2;05.08.2024;2;306;15;1;0;157;29.07.2024;2;17;0;79
77517;19.07.2024;31.07.2024;12.08.2024;2;05.08.2024;2;306;15;1;0;157;31.07.2024;1;17;0;79
77515;19.07.2024;30.07.2024;12.08.2024;2;05.08.2024;2;306;15;1;0;157;30.07.2024;1;17;0;79
54441;27.03.2023;13.04.2023;18.04.2023;4;13.04.2023;1;337;15;29;1;157;13.04.2023;1;17;0;78
65263;17.11.2023;28.11.2023;11.12.2023;2;04.12.2023;1;385;15;29;0;158;28.11.2023;1;17;0;64
76090;25.06.2024;12.07.2024;17.07.2024;2;12.07.2024;1;337;15;29;0;158;12.07.2024;1;17;0;64
75831;18.06.2024;05.07.2024;10.07.2024;2;05.07.2024;2;306;15;1;0;157;05.07.2024;1;17;0;76
75832;18.06.2024;01.07.2024;10.07.2024;2;05.07.2024;2;306;15;1;0;157;01.07.2024;1;17;0;76
32152;12.10.2021;26.10.2021;01.11.2021;2;29.10.2021;2;none;15;9;0;157;26.10.2021;1;17;0;75
64081;23.10.2023;09.11.2023;15.11.2023;3;09.11.2023;1;340;54;29;0;158;09.11.2023;1;17;0;63
65011;14.11.2023;01.12.2023;29.12.2023;3;01.12.2023;1;356;15;29;0;158;01.12.2023;2;17;0;63
33025;29.10.2021;15.11.2021;19.11.2021;3;15.11.2021;3;none;15;7;0;157;15.11.2021;1;17;0;74
33028;29.10.2021;15.11.2021;19.11.2021;3;15.11.2021;3;none;15;7;0;157;15.11.2021;1;17;0;74
28488;23.07.2021;05.08.2021;09.08.2021;2;09.08.2021;1;338;15;29;0;157;05.08.2021;1;17;1;73
23971;12.04.2021;29.04.2021;19.04.2021;2;29.04.2021;1;339;15;29;0;157;29.04.2021;2;17;1;72
59311;07.07.2023;19.07.2023;01.08.2023;4;24.07.2023;3;350;15;8;0;157;19.07.2023;1;17;0;71
23439;26.03.2021;12.04.2021;02.04.2021;2;12.04.2021;1;337;15;29;1;157;12.04.2021;2;17;1;69
23444;26.03.2021;12.04.2021;16.04.2021;2;12.04.2021;1;337;15;29;1;157;12.04.2021;2;17;0;69
23442;26.03.2021;12.04.2021;07.04.2021;2;12.04.2021;1;337;15;29;1;157;12.04.2021;2;17;1;69
26141;01.06.2021;11.06.2021;16.06.2021;4;18.06.2021;1;339;15;29;0;157;11.06.2021;2;17;1;67
26140;01.06.2021;11.06.2021;21.06.2021;4;18.06.2021;1;339;15;29;0;157;11.06.2021;2;17;0;67
26142;01.06.2021;11.06.2021;02.07.2021;4;18.06.2021;1;339;15;29;0;157;11.06.2021;2;17;0;67
26139;01.06.2021;11.06.2021;21.06.2021;4;18.06.2021;1;339;15;29;0;157;11.06.2021;2;17;0;67
65007;13.11.2023;22.11.2023;28.11.2023;2;30.11.2023;2;306;15;1;0;158;30.11.2023;2;17;1;61
77975;29.07.2024;14.08.2024;20.08.2024;2;15.08.2024;2;306;15;1;1;157;14.08.2024;1;17;0;67
25527;18.05.2021;01.06.2021;07.06.2021;4;04.06.2021;1;340;15;29;0;157;01.06.2021;1;17;0;65
69863;21.02.2024;02.03.2024;14.03.2024;6;09.03.2024;3;1786;15;12;0;158;02.03.2024;1;17;0;59
25314;11.05.2021;25.05.2021;04.06.2021;4;28.05.2021;1;339;15;29;0;157;25.05.2021;1;17;0;64
79122;16.08.2024;27.08.2024;09.09.2024;2;02.09.2024;3;1784;15;11;0;157;30.08.2024;1;17;0;64
31647;01.10.2021;11.10.2021;25.10.2021;2;18.10.2021;2;343;15;24;0;157;11.10.2021;1;17;0;63
27536;02.07.2021;15.07.2021;14.07.2021;2;19.07.2021;2;none;15;9;0;157;15.07.2021;1;17;1;62
27550;02.07.2021;15.07.2021;23.07.2021;2;19.07.2021;2;none;15;9;0;157;15.07.2021;1;17;0;62
69189;12.02.2024;27.02.2024;05.03.2024;6;29.02.2024;1;340;15;30;0;158;27.02.2024;1;17;0;57
79181;19.08.2024;04.09.2024;10.09.2024;6;05.09.2024;2;1764;15;24;0;157;04.09.2024;1;17;0;62
57723;05.06.2023;20.06.2023;27.06.2023;6;22.06.2023;1;337;15;29;0;157;20.06.2023;1;17;0;61
78129;30.07.2024;16.08.2024;21.08.2024;2;16.08.2024;2;306;15;1;0;157;16.08.2024;1;17;0;60
78118;30.07.2024;16.08.2024;21.08.2024;2;16.08.2024;2;306;15;1;0;157;16.08.2024;1;17;0;60
44244;01.08.2022;02.08.2022;22.08.2022;4;18.08.2022;1;none;15;29;1;158;09.08.2022;1;17;0;54
26365;04.06.2021;21.06.2021;12.07.2021;4;21.06.2021;1;337;15;29;0;158;21.06.2021;1;17;0;53
67677;15.01.2024;25.01.2024;06.02.2024;4;01.02.2024;2;342;15;24;0;157;25.01.2024;1;17;0;58
43968;25.07.2022;04.08.2022;15.08.2022;6;11.08.2022;2;none;15;9;0;158;04.08.2022;1;17;0;52
74922;03.06.2024;10.06.2024;25.06.2024;6;20.06.2024;2;343;15;24;0;158;20.06.2024;1;17;0;52
74923;03.06.2024;10.06.2024;25.06.2024;6;20.06.2024;2;343;15;24;0;158;20.06.2024;1;17;0;52
74924;03.06.2024;10.06.2024;25.06.2024;6;20.06.2024;2;343;15;24;0;158;20.06.2024;1;17;0;52
57450;30.05.2023;14.06.2023;03.07.2023;6;16.06.2023;3;1783;15;37;0;157;14.06.2023;1;17;0;56
57453;30.05.2023;14.06.2023;21.06.2023;6;16.06.2023;3;1783;15;37;0;157;14.06.2023;1;17;0;56
66017;01.12.2023;18.12.2023;27.12.2023;2;18.12.2023;1;338;15;29;1;157;18.12.2023;1;17;0;55
74071;17.05.2024;03.06.2024;11.06.2024;6;03.06.2024;1;337;15;29;1;158;03.06.2024;1;17;0;51
46701;30.09.2022;17.10.2022;28.10.2022;4;17.10.2022;3;1774;49;7;0;157;17.10.2022;3;17;0;53
46748;30.09.2022;17.10.2022;28.10.2022;4;17.10.2022;3;1774;49;7;0;157;17.10.2022;3;17;0;53
46646;30.09.2022;17.10.2022;28.10.2022;4;17.10.2022;3;1774;49;7;0;157;17.10.2022;3;17;0;53
46744;30.09.2022;17.10.2022;28.10.2022;4;17.10.2022;3;1774;49;7;0;157;17.10.2022;3;17;0;53
46745;30.09.2022;17.10.2022;28.10.2022;4;17.10.2022;3;1774;49;7;0;157;17.10.2022;3;17;0;53
44477;05.08.2022;15.08.2022;26.08.2022;2;22.08.2022;2;none;15;9;0;158;15.08.2022;1;17;0;49
48457;11.11.2022;28.11.2022;05.12.2022;6;28.11.2022;2;342;15;24;0;157;28.11.2022;1;17;0;53
68272;24.01.2024;07.02.2024;19.02.2024;6;10.02.2024;1;338;15;29;1;157;07.02.2024;1;17;0;52
50039;16.12.2022;30.12.2022;09.01.2023;2;02.01.2023;1;337;15;29;1;157;30.12.2022;1;17;0;50
50089;19.12.2022;03.01.2023;10.01.2023;2;05.01.2023;2;none;15;1;0;157;03.01.2023;1;17;0;50
50089;19.12.2022;03.01.2023;10.01.2023;2;05.01.2023;2;none;15;1;0;157;03.01.2023;1;17;0;50
73512;06.05.2024;14.05.2024;31.05.2024;6;23.05.2024;2;314;15;9;0;158;14.05.2024;1;17;0;47
73513;06.05.2024;14.05.2024;31.05.2024;6;23.05.2024;2;314;15;9;0;158;14.05.2024;1;17;0;47
73514;06.05.2024;14.05.2024;31.05.2024;6;23.05.2024;2;314;15;9;0;158;14.05.2024;1;17;0;47
25718;21.05.2021;07.06.2021;31.08.2021;6;07.06.2021;2;341;15;23;0;158;07.06.2021;1;17;0;46
51403;24.01.2023;10.02.2023;15.02.2023;2;10.02.2023;1;339;15;30;0;158;10.02.2023;1;17;0;46
81639;07.10.2024;17.10.2024;29.10.2024;2;24.10.2024;2;314;15;9;0;158;17.10.2024;1;17;0;46
70126;27.02.2024;12.03.2024;20.03.2024;2;15.03.2024;1;338;15;29;1;157;12.03.2024;1;17;0;47
43001;01.07.2022;13.07.2022;15.07.2022;2;18.07.2022;2;none;15;1;1;157;13.07.2022;1;17;1;46
50133;20.12.2022;06.01.2023;11.01.2023;2;06.01.2023;3;1787;15;37;0;157;06.01.2023;1;17;0;46
68790;02.02.2024;16.02.2024;26.02.2024;2;19.02.2024;1;338;15;29;0;157;16.02.2024;1;17;0;46
70380;01.03.2024;14.03.2024;25.03.2024;4;18.03.2024;1;385;15;29;0;157;14.03.2024;1;17;0;46
66755;18.12.2023;04.01.2024;12.01.2024;2;04.01.2024;1;340;15;29;0;157;04.01.2024;1;17;0;45
